music,face,odor
-0.0538086765408155,0.042001847947293794,0.017827224780919103
-0.06026315811571538,0.004484278638222207,-0.0952406083379273
-0.04080837665457196,0.10292199552201822,0.08457034195240759
-0.06403293835967686,0.15060423645761317,0.04338225070746077
-0.0007975290011553121,0.013993090579272381,0.15668793010560442
0.05484216584723848,-0.11110124454977345,-0.013398463126346946
0.001157708942589938,0.09519118325578478,-0.008553724442913531
-0.0066664265257570686,0.17490069077284928,0.1333269667391519
0.22011791492912128,-0.008116528181020833,-0.04291095881818047
0.09472330658320471,0.1303280295496491,-0.06408214792224064
-0.053132002766711615,0.015540247911713633,-0.15599667264054487
0.05367298608067793,0.004500172568956611,0.05347987804306035
0.049701397889319994,0.300558254053733,0.23949862114952236
-0.15881038198846795,-0.032871318705863545,0.0767748691100554
-0.039273686873854165,0.055221451260857236,0.06564601830720766
-0.1670846862508233,-0.21996466515665056,-0.04828445272659479
0.11235436429680447,0.18360438485883118,0.010631952821874792
-0.03470602625120073,-0.11981878742039663,-0.01246743455499132
0.008919947492423384,0.02999810679565827,0.0694611751579619
0.0057047837250331,0.03377954998879325,-0.026328707590003463
0.1233068006135013,-0.13629125019972585,-0.042416540734569734
0.15470113107296868,0.048602955105453184,0.12219267956533966
-0.09683956214719573,0.12188263085813343,0.025730766846584707
0.12572795690686273,0.21527390923426404,0.04166841189362185
0.07509596004706728,0.04936937481006806,0.0778902891395628
-0.09539039679667004,0.07326159218811726,-0.09088852887381656
0.03345558299536597,0.19741383357214243,0.15374498531225725
0.12572975718340718,-0.10359672093259882,0.04525342116928192
0.011090308231972709,-0.05885132112654584,-0.16143829832952616
0.07724745926666192,0.05495253918478123,0.11427748101009257
0.025564600105392542,0.10473033537280066,0.003602130450861811
0.12253861400089912,-0.03765222104589556,0.04245293293750175
-0.04670254874645916,0.17362174514724957,-0.00721187878414038
0.19234777306118914,0.089558652787886,0.017014592792782435
0.21425424046857935,-0.13166747924661212,0.0727766664321113
0.07786563549961915,-0.018724674744003463,-0.020158341493905708
0.025184734686639995,0.05443755952881812,-0.05264846517020344
0.07073955522704926,0.09706117402920249,-0.058522945264168694
0.12878478179572928,0.12135938195638142,0.03853908987569091
-0.0013378178573976304,0.04464462236404619,0.07494910910354206
0.10958300490706863,-0.041437799324899764,0.06377398225924481
-0.07373663333992125,0.2615663554607564,0.08795481085772927
0.05318151698824984,0.0637593140971361,0.09534304732633823
-0.07584623336479845,0.07652748796197172,-0.07164356400056712
-0.05592065307238749,0.06953639333011138,0.08727411632053744
0.12431674419695916,0.1029849958705912,-0.1694309133812862
0.17920937976033702,0.1658929041424896,0.006772735154834506
0.25809742970743466,0.01963933127750754,0.0801334971913474
0.1030155490434607,0.04732102468412036,-0.08957400680942418
-0.03274870848935206,0.09505762986245173,-0.03193594381719591
-0.07397844859994257,-0.09457893852709044,0.023225267083041973
0.14100513920367613,0.04599481612570764,-0.13193103501610567
-0.06898686407569457,-0.06388573585133975,-0.010121157340952352
0.04904356421586803,0.028704574756170925,0.07309868771229319
-0.030512149069624125,0.0005143507202469678,-0.12466795506534419
0.11872231418517622,-0.0048092750912602945,-0.0720669628277429
0.012758254123669521,0.021239130801415988,0.19101468093579346
0.021267594899744394,-0.0716207058184277,-0.09626055954246927
-0.07311720047401882,0.049499758340417636,0.050013570842310666
0.04665135306095492,-0.08042986193575818,0.05234649479558948
0.08764676914078447,0.1657329066819335,0.23238831940809562
0.0866875088134346,-0.10045488059239883,0.14962550694004065
-0.015908771061220687,-0.021020366963071177,-0.020759825360971037
0.11722140131523896,0.011087869440293873,0.1931286429818393
0.1351465686614055,0.17329441933174183,-0.06569972875259635
0.07397631156789206,-0.020169366723972338,0.029521454387971845
0.020520909598121546,0.26932523776887035,0.03602866276692176
0.050951374919105764,-0.03382744076993241,0.1261495365138526
0.34822436065532064,0.14023217474947555,0.19061030347462982
-0.0779299761096182,0.05787795627486588,0.10782661289662136
-0.06189716672548588,-0.08943427238706664,0.06040574864470136
0.005428231326425411,-0.009021250075742272,-0.09865595947113993
0.07537461969072272,0.15688799126522796,0.048768106048180805
-0.06586994894427901,-0.10347014253376116,0.12467706319621337
0.13761259619882332,-0.029573069851109714,-0.07213093056224813
-0.04576548049859268,-0.11959903567574623,0.045520456990469825
-0.013084165390414085,0.06866134503529717,-0.014643226335042158
0.19800209424778495,-0.0881597531204004,-0.009220832531148271
0.2180647831543441,0.11221714301993373,0.020272041940589933
0.14771109003932953,0.005363747167568068,-0.0454475391381492
0.0516013429996216,0.0731815809658333,0.1017804606765138
0.016760838883326454,0.056253560327400025,-0.03911833176216289
0.02121129113250554,0.10467231942318223,0.010552584491576427
-0.05599949068332012,-0.09265478416102287,0.06293654743532603
0.011829209042154802,0.24752119437532144,0.24682237378708344
0.03839674571137597,0.33504758685342345,0.04160027745298914
0.040210468316506875,0.0013780197062244267,-0.01544563910816287
-0.15374447015228757,0.10950776461335834,0.11593112657359751
-0.0659141266841093,0.12714239760907003,-0.0970680137061678
0.1595829253191995,0.19571649487157683,-0.06260110227238519
0.05007803095620697,0.1623874345586203,-0.025337090703069484
0.04606092591327363,0.038164990983276234,-0.0802048682271874
0.05301771838106902,-0.03349570885282057,0.18175741053036698
-0.1311263504689905,0.06834496515049981,-0.0070115946813020125
0.08168277850009696,0.000721281921578397,0.06458263350676688
0.17808679375614028,0.007371186443610843,0.24168671550717652
0.3321798236037593,-0.053721075036446714,0.021605641548004404
0.07990403206180688,-0.19703625887399126,0.18922367069817875
-0.0024151028116267273,0.028225306525780827,0.02547071182572908
0.024333668137314385,-0.11980326831129576,0.11365128988841337
0.038717973420661696,-0.1600019770431273,-0.0643470218961414
-0.041532352646036136,0.10319768051284285,0.08056401174982002
-0.003770553327240063,-0.1137729517096525,0.2573859633961654
-0.1650297723764258,0.01238510436534969,0.057053223259754024
0.1434586396308116,-0.15009445786738,0.21690274405068344
0.19009043355004204,-0.054270345623465756,0.029883191427713885
0.19014106335234882,0.06815678120632668,0.021332667648791943
0.1116461301453739,0.1632683150995334,-0.006120173536638332
0.09709585351738895,0.10144206362726589,0.13777626247558541
0.010741176352337723,0.05812457276649026,0.15367210530245148
0.08143298735940768,-0.1603898769493156,0.1656668769329789
0.010609504072491319,0.07302296319093377,0.03407907666135888
0.035694031057413,-0.08057106284485928,0.165498500110672
0.04703942794077285,0.09694443865559448,0.14793050095377475
-0.13832160418040818,-0.02877762931459311,0.09070385204421849
-0.05452195278509043,-0.05551450692408792,-0.00696877829865406
0.15008938281143955,0.08872452681289728,0.13520640887412258
0.10671535451576845,0.024722167770820893,-0.040311123025170925
-0.07329393808267373,-0.12947213932409551,0.15385917045662706
0.1461030040142697,0.14271138055937901,0.10463827580693286
0.26650208632198014,-0.07966718355155082,0.013806818468634702
-0.007868705789592825,0.13859624433268783,-0.11609025453922571
0.22876472377382137,-0.05884003750115842,0.15572257795553598
0.02084157088790861,0.09389173062779436,-0.0005235724901507394
-0.011111306576049309,-0.0788331306280912,0.11533528742194278
0.15127528731480047,0.07262807109904885,-0.040088963723534855
0.22368180760112208,0.008014650382272517,-0.07143898283259482
0.08460343761865535,0.19811212489035815,0.030411017428441278
0.02910215577108985,-0.020490704627411965,0.19481365880037743
0.05700903811036137,-0.06644863109349575,0.16349457924976976
0.16500046074162983,-0.05886723979544518,-0.03226282056369717
0.1946834302421966,0.004591563620032594,0.07205062391946741
0.030060398917846964,0.32163997117959864,-0.0011954076910072455
0.09099636597792722,0.12489224908919086,0.06800649053122698
-0.00044315027066512753,0.011228848524524153,0.044634195790982184
0.22525591838967643,0.0862539676583114,0.061825184944568366
0.0835014341626735,0.21934695868510198,0.033531252723685026
0.02974493095614526,-0.13688988225193988,0.15530335396519462
0.09012993111650897,-0.07473689413190461,0.08575645931601424
-0.1062420202946274,-0.0653765764871362,-0.09734474726150003
-0.06412653580881703,-0.08804768538928344,0.29675943344311717
-0.10900375475551906,0.028606684892269217,-0.05743959535774406
0.07982605466243119,0.005473604143077985,-0.05640690983723379
-0.05066653712818538,-0.056226753342571295,0.14833678606493847
0.006011535516589024,0.10828613482184966,0.03580843750965651
0.13188600057956415,0.10844065871283262,-0.06601163245615115
-0.06741509970070939,-0.021862839957987223,0.1140316927526115
0.19664252317978972,-0.036169740433673644,0.1068859215598583
0.12128421936456675,0.09295968402733855,0.11453898749042715
0.240013739198268,-0.01146498095871568,-0.04010243411021671
0.006045125657804916,-0.05918478817151698,-0.029770865117182292
-0.09802571342598532,0.0812705396297384,0.16077962594151624
0.08138717593128207,0.09259884445195986,-0.0025248336743666157
-0.022516658379278357,0.0021872709376181657,-0.029419353325808178
0.11612465448289233,0.12753209915537642,0.17597127028232662
-0.1714393183487578,0.04662957210988304,0.00018848199119094654
0.01600906091678259,0.0943992587866207,0.06519728652942279
0.25165201749802846,0.15385620631704564,-0.08912340899036796
0.22851563666175262,0.01920051469453311,0.05670648038231141
-0.06116909653839532,-0.07450078284778985,0.19996682718751488
0.05893130005581871,0.4783378667859045,0.09274552281829887
-0.029335752717656618,0.03416716999572664,-0.1254181204375115
-0.037540923732826144,-0.17499164390187416,-0.08997466776624227
0.003501688017055717,-0.05286005209269849,0.10950243605012654
-0.0997643487943152,0.0004331056945932807,0.041542094560326384
-0.07460839786384402,-0.12615384615424455,0.10095331440122067
-0.04549624154927039,0.11369881145071263,0.12291805241178484
0.2685471102755254,-0.020620923001172055,-0.057481798454254475
0.07159701405907992,0.03353502488668811,0.11209718764345766
0.22423286913142917,-0.14439003958243674,0.06666862130931958
-0.0669387645796646,-0.19954058888519263,0.1501866820399864
0.053780501726163776,0.0971940194548704,-0.09647075577813095
-0.06384540119433128,0.0001893233366149772,0.03758002121312667
-0.06971893109977945,0.2606705861627729,-0.006817224171936196
-0.07820893024869685,-0.026169076128738103,-0.12194380266519986
-0.08603954855378818,-0.027628664582471565,0.06786491854701307
-0.011553154063495129,0.010974400109404819,-0.1086393070461344
-0.032457392556999975,-0.03129078575311768,0.012555560954133028
0.23325117960345945,0.09897430226766474,-0.02183843628545264
0.014206130476849483,-0.11010176488911384,0.13440441367391742
-0.04823162979303598,0.13592132158314155,-0.20073851496080644
0.07356038356177831,0.06035433859166954,0.10385851633180157
0.28539846024628224,0.011418983106650493,0.06305912356773483
0.025499220113124332,-0.046577791540631464,0.1850697629625387
0.10421731256296875,-0.030309808279834694,0.26569323509910514
0.15191848893258778,-0.1859251018699269,0.08946856520590583
0.047684148536989504,0.08507194741814081,0.004644316871304621
0.16114694127633816,-0.027456279383189976,0.19661644538343298
0.020067284674275928,-0.10701998205614613,-0.05481681792887031
-0.11429811232636955,-0.06616492727822386,0.16750887587064428
