stimulus_type,stimulus_name,face,music,odor,hedo_rt,hedo,emo_rt,emo,fam_rt,fam,compl_rt,compl,subject,hedo_scaled,hedo_zscore,emo_scaled,emo_zscore,fam_scaled,fam_zscore,compl_scaled,compl_zscore,version
music,M12,,M12,,998.0,129.0,1093.0,291.0,1433.0,321.0,2769.0,300.0,S18-SBC,7.58,0.7662085543647364,5.819999999999999,0.5458840059031649,6.42,0.1895513472307181,6.0,0.3591482043024978,1.0
face,V05,V05,,,664.0,-16.0,1303.0,53.0,1862.0,28.0,2955.0,335.0,S18-SBC,4.680000000000001,-0.5837026653264601,1.06,-1.5071216143897752,0.56,-1.8058454697249864,6.7,0.6849281157847148,1.0
odor,12,,,12.0,1148.0,-211.0,798.0,418.0,2252.0,333.0,3093.0,83.0,S18-SBC,0.78,-2.3991005124973794,8.36,1.6413954083283893,6.66,0.2712740837613271,1.66,-1.660687246887248,1.0
music,M13,,M13,,1565.0,62.0,901.0,336.0,1546.0,378.0,1957.0,383.0,S18-SBC,6.24,0.1424564735419076,6.720000000000001,0.9340573374711578,7.56,0.577734345751111,7.66,1.1317119943888982,1.0
face,V17,V17,,,687.0,-13.0,1424.0,52.0,741.0,30.0,2155.0,220.0,S18-SBC,4.74,-0.5557734676776767,1.04,-1.5157476884246197,0.6,-1.7922250136365514,4.4,-0.3854915933711412,1.0
music,M07,,M07,,2682.0,102.0,1008.0,137.0,1215.0,336.0,2169.0,290.0,S18-SBC,7.039999999999999,0.514845775525686,2.74,-0.7825313954628551,6.720000000000001,0.2917047678939794,5.8,0.2660682295932929,1.0
face,V18,V18,,,572.0,-58.0,1250.0,42.0,634.0,28.0,2990.0,174.0,S18-SBC,3.84,-0.9747114324094274,0.8400000000000001,-1.6020084287730625,0.56,-1.8058454697249864,3.4799999999999995,-0.8136594770334836,1.0
music,M10,,M10,,368.0,75.0,862.0,307.0,1562.0,235.0,1615.0,317.0,S18-SBC,6.5,0.2634829966866356,6.14,0.6839011904606735,4.699999999999999,-0.3961282645719801,6.34,0.5173841613081461,1.0
odor,15,,,15.0,4381.0,21.0,1130.0,18.0,2893.0,234.0,1080.0,341.0,S18-SBC,5.42,-0.2392425609914651,0.36,-1.8090342056093247,4.680000000000001,-0.4029384926161975,6.82,0.7407761006102378,1.0
music,M08,,M08,,722.0,37.0,1283.0,108.0,1989.0,359.0,2571.0,52.0,S18-SBC,5.739999999999999,-0.0902868401979537,2.16,-1.0326875424733395,7.18,0.4483400129109801,1.04,-1.9492351684857832,1.0
music,M18,,M18,,2319.0,59.0,1154.0,56.0,1462.0,345.0,1135.0,68.0,S18-SBC,6.18,0.1145272758931243,1.12,-1.4812433922852424,6.9,0.3529968202919362,1.36,-1.8003072089510552,1.0
odor,2,,,2.0,3721.0,151.0,854.0,300.0,1978.0,369.0,1531.0,403.0,S18-SBC,8.02,0.9710226704558144,6.0,0.6235186722167635,7.38,0.5164422933531543,8.06,1.317871943807308,1.0
odor,14,,,14.0,1752.0,-65.0,2997.0,327.0,1884.0,398.0,2790.0,156.0,S19-BCS,3.7,-1.469226899997235,6.54,0.4806979856672708,7.960000000000001,0.7423096574493818,3.12,-1.623660534084487,1.0
face,V05,V05,,,2222.0,117.0,3875.0,305.0,2398.0,353.0,2139.0,352.0,S19-BCS,7.34,0.2796969662115526,6.1,0.2287927333634693,7.06,0.2310741584552219,7.039999999999999,0.7432799207366496,1.0
odor,6,,,6.0,3521.0,-49.0,3523.0,297.0,1688.0,356.0,3843.0,298.0,S19-BCS,4.0200000000000005,-1.3154753513195396,5.94,0.1371908234348142,7.119999999999999,0.2651565250548326,5.96,0.0911636729798058,1.0
face,V09,V09,,,1803.0,95.0,3747.0,284.0,3531.0,391.0,2462.0,293.0,S19-BCS,6.9,0.0682885867797211,5.68,-0.0116622801992502,7.82,0.6627841353836237,5.859999999999999,0.0307825389282462,1.0
odor,1,,,1.0,1922.0,-228.0,3624.0,357.0,3735.0,188.0,2977.0,304.0,S19-BCS,0.4399999999999999,-3.035570802151259,7.14,0.8242051478997273,3.76,-1.6434560045233642,6.08,0.1636210338416773,1.0
face,V16,V16,,,1543.0,116.0,2161.0,299.0,3883.0,310.0,3018.0,313.0,S19-BCS,7.32,0.2700874944191966,5.98,0.160091300916978,6.2,-0.2574397628058641,6.26,0.2723070751344846,1.0
odor,4,,,4.0,,,4711.0,181.0,,,,,S19-BCS,,,3.62,-1.1910368705306842,,,,,1.0
music,M01,,M01,,,,3018.0,341.0,2470.0,352.0,3567.0,286.0,S19-BCS,,,6.82,0.6410013280424172,7.039999999999999,0.2197133695886851,5.72,-0.0537510487439372,1.0
odor,15,,,15.0,2408.0,75.0,2537.0,355.0,2046.0,463.0,2640.0,352.0,S19-BCS,6.5,-0.1239008490673983,7.1,0.8013046704175635,9.26,1.4807609337742795,7.039999999999999,0.7432799207366496,1.0
face,V18,V18,,,1860.0,128.0,4651.0,359.0,3450.0,317.0,,,S19-BCS,7.56,0.3854011559274684,7.18,0.847105625381891,6.34,-0.1779142407401059,,,1.0
music,M14,,M14,,2212.0,50.0,1694.0,155.0,1808.0,180.0,2806.0,82.0,S19-BCS,6.0,-0.3641376438762977,3.1,-1.488743077798813,3.6,-1.7343423154556594,1.64,-2.5173013180475694,1.0
music,M18,,M18,,1859.0,72.0,2362.0,180.0,2203.0,286.0,2181.0,87.0,S19-BCS,6.44,-0.1527292644444662,3.6,-1.2024871092717662,5.72,-0.5300986956027494,1.7399999999999998,-2.4569201839960098,1.0
face,V03,V03,,,1263.0,154.0,1995.0,358.0,4694.0,423.0,3895.0,300.0,S19-BCS,8.08,0.6352474225287238,7.16,0.8356553866408092,8.459999999999999,1.026329379112804,6.0,0.1153161266004296,1.0
odor,2,,,2.0,2247.0,220.0,2282.0,468.0,1699.0,482.0,2202.0,358.0,S19-BCS,9.4,1.269472560824218,9.36,2.095181648159816,9.64,1.6966159222384802,7.16,0.8157372815985211,1.0
music,M08,,M08,,1779.0,173.0,2210.0,390.0,3075.0,382.0,3093.0,203.0,S19-BCS,8.459999999999999,0.8178273865834873,7.800000000000001,1.2020630263554295,7.640000000000001,0.5605370355847917,4.0600000000000005,-1.0560778739998269,1.0
face,V02,V02,,,2318.0,165.0,1626.0,364.0,2585.0,351.0,3260.0,328.0,S19-BCS,8.299999999999999,0.7409516122446395,7.279999999999999,0.9043568190873004,7.02,0.2083525807221482,6.5600000000000005,0.4534504772891635,1.0
music,M12,,M12,,1332.0,199.0,2520.0,355.0,1458.0,396.0,2677.0,406.0,S19-BCS,8.98,1.0676736531847426,7.1,0.8013046704175635,7.92,0.7195880797163081,8.120000000000001,1.3953961684934937,1.0
face,V15,V15,,,2621.0,163.0,1854.0,334.0,3749.0,360.0,3103.0,390.0,S19-BCS,8.26,0.7217326686599276,6.680000000000001,0.560849656854844,7.199999999999999,0.3105996805209802,7.800000000000001,1.202176539528503,1.0
odor,11,,,11.0,2685.0,132.0,3216.0,338.0,1623.0,475.0,2772.0,309.0,S19-BCS,7.640000000000001,0.4238390430968923,6.760000000000001,0.6066506118191715,9.5,1.6170904001727222,6.18,0.2240021678932369,1.0
face,V11,V11,,,1961.0,119.0,2123.0,353.0,3211.0,271.0,2929.0,320.0,S19-BCS,7.38,0.2989159097962646,7.06,0.7784041929353998,5.42,-0.7005105286008027,6.4,0.3568406628066681,1.0
music,M11,,M11,,1578.0,85.0,1967.0,216.0,1894.0,150.0,3991.0,203.0,S19-BCS,6.7,-0.0278061311438385,4.32,-0.7902785145928183,3.0,-2.075165981451766,4.0600000000000005,-1.0560778739998269,1.0
odor,9,,,9.0,,,2079.0,177.0,3174.0,312.0,2930.0,190.0,S19-BCS,,,3.54,-1.236837825495012,6.24,-0.2347181850727903,3.8,-1.2130688225338817,1.0
music,M16,,M16,,,,1577.0,123.0,2714.0,180.0,2250.0,295.0,S19-BCS,,,2.46,-1.8551507175134332,3.6,-1.7343423154556594,5.9,0.05493499254887,1.0
face,V13,V13,,,2870.0,177.0,1957.0,329.0,1878.0,352.0,2484.0,410.0,S19-BCS,8.54,0.8562652737529112,6.58,0.5035984631494346,7.039999999999999,0.2197133695886851,8.2,1.443701075734741,1.0
music,M06,,M06,,2623.0,80.0,3892.0,286.0,2143.0,305.0,3350.0,150.0,S19-BCS,6.6000000000000005,-0.0758534901056184,5.72,0.0112381972829135,6.1,-0.3142437071385485,3.0,-1.696117894946359,1.0
odor,16,,,16.0,3182.0,-192.0,2500.0,382.0,2445.0,340.0,2416.0,320.0,S19-BCS,1.16,-2.689629817626444,7.640000000000001,1.1104611164267744,6.800000000000001,0.0833839031902424,6.4,0.3568406628066681,1.0
music,M09,,M09,,3300.0,68.0,2097.0,109.0,1476.0,153.0,2785.0,178.0,S19-BCS,6.36,-0.1911671516138901,2.18,-2.01545405988858,3.06,-2.0410836148521554,3.56,-1.357983544257625,1.0
music,M02,,M02,,1452.0,154.0,1539.0,297.0,2891.0,314.0,2362.0,293.0,S19-BCS,8.08,0.6352474225287238,5.94,0.1371908234348142,6.28,-0.2119966073397166,5.859999999999999,0.0307825389282462,1.0
face,V06,V06,,,2094.0,140.0,3082.0,292.0,2009.0,385.0,4191.0,319.0,S19-BCS,7.800000000000001,0.5007148174357401,5.84,0.0799396297294048,7.7,0.5946194021844023,6.38,0.3447644359963562,1.0
odor,3,,,3.0,3296.0,-156.0,2895.0,308.0,2846.0,403.0,2018.0,322.0,S19-BCS,1.88,-2.343688833101629,6.16,0.263143449586715,8.06,0.7991136017820663,6.44,0.3809931164272919,1.0
music,M15,,M15,,1928.0,56.0,1730.0,120.0,2472.0,143.0,2309.0,144.0,S19-BCS,6.12,-0.3064808131221619,2.4,-1.8895014337366791,2.86,-2.1546915035175243,2.88,-1.7685752558082302,1.0
face,V08,V08,,,1418.0,148.0,2080.0,319.0,3196.0,404.0,2411.0,299.0,S19-BCS,7.960000000000001,0.5775905917745879,6.38,0.3890960757386157,8.08,0.8104743906486032,5.98,0.1032398997901177,1.0
music,M10,,M10,,,,1641.0,132.0,2130.0,171.0,2889.0,299.0,S19-BCS,,,2.64,-1.7520985688436963,3.4200000000000004,-1.8365894152544917,5.98,0.1032398997901177,1.0
odor,17,,,17.0,2132.0,150.0,2353.0,357.0,1613.0,438.0,1702.0,329.0,S19-BCS,8.0,0.5968095353592998,7.14,0.8242051478997273,8.76,1.1967412121108574,6.58,0.4655267040994754,1.0
face,V01,V01,,,1864.0,154.0,1256.0,340.0,2128.0,392.0,1542.0,350.0,S19-BCS,8.08,0.6352474225287238,6.800000000000001,0.6295510893013353,7.84,0.6741449242501606,7.0,0.7191274671160258,1.0
face,V12,V12,,,2274.0,144.0,1235.0,340.0,2300.0,329.0,2025.0,417.0,S19-BCS,7.880000000000001,0.539152704605164,6.800000000000001,0.6295510893013353,6.58,-0.0415847743416632,8.34,1.5282346634069246,1.0
odor,12,,,12.0,1428.0,65.0,1899.0,164.0,1322.0,416.0,2236.0,347.0,S19-BCS,6.3,-0.2199955669909581,3.28,-1.3856909291290762,8.32,0.9468038570470458,6.94,0.68289878668509,1.0
music,M07,,M07,,1942.0,85.0,1132.0,309.0,2539.0,289.0,1817.0,208.0,S19-BCS,6.7,-0.0278061311438385,6.18,0.2745936883277968,5.779999999999999,-0.4960163290031387,4.16,-0.9956967399482672,1.0
music,M03,,M03,,2091.0,141.0,1551.0,316.0,1773.0,375.0,3758.0,369.0,S19-BCS,7.82,0.510324289228096,6.32,0.35474535951537,7.5,0.4810115135190335,7.38,0.9485757765119522,1.0
odor,8,,,8.0,3750.0,-100.0,1867.0,305.0,2373.0,387.0,1726.0,166.0,S19-BCS,3.0,-1.8055584127296944,6.1,0.2287927333634693,7.74,0.6173409799174762,3.3200000000000003,-1.502898265981368,1.0
face,V17,V17,,,1794.0,143.0,1796.0,302.0,1871.0,292.0,2446.0,224.0,S19-BCS,7.86,0.529543232812808,6.04,0.1944420171402236,5.84,-0.4619339624035281,4.48,-0.8024771109832763,1.0
music,M04,,M04,,1475.0,167.0,1321.0,300.0,1940.0,336.0,2820.0,358.0,S19-BCS,8.34,0.7601705558293514,6.0,0.1715415396580599,6.720000000000001,0.0379407477240949,7.16,0.8157372815985211,1.0
music,M13,,M13,,1769.0,182.0,2050.0,344.0,1647.0,347.0,1579.0,423.0,S19-BCS,8.64,0.9043126327146912,6.879999999999999,0.6753520442656628,6.94,0.1629094252560006,8.459999999999999,1.600692024268796,1.0
odor,13,,,13.0,1256.0,79.0,2032.0,155.0,1468.0,399.0,1724.0,294.0,S19-BCS,6.58,-0.0854629618979744,3.1,-1.488743077798813,7.98,0.7536704463159187,5.88,0.0428587657385581,1.0
face,V04,V04,,,656.0,144.0,1376.0,341.0,1591.0,385.0,2534.0,355.0,S19-BCS,7.880000000000001,0.539152704605164,6.82,0.6410013280424172,7.7,0.5946194021844023,7.1,0.7795086011675854,1.0
odor,5,,,5.0,2939.0,68.0,2508.0,354.0,1747.0,375.0,2353.0,358.0,S19-BCS,6.36,-0.1911671516138901,7.08,0.7898544316764816,7.5,0.4810115135190335,7.16,0.8157372815985211,1.0
face,V14,V14,,,2183.0,154.0,2813.0,343.0,2689.0,382.0,1816.0,302.0,S19-BCS,8.08,0.6352474225287238,6.86,0.6639018055245809,7.640000000000001,0.5605370355847917,6.04,0.1394685802210535,1.0
face,V10,V10,,,2729.0,155.0,1910.0,285.0,3096.0,357.0,2307.0,350.0,S19-BCS,8.100000000000001,0.6448568943210797,5.699999999999999,-0.0002120414581683,7.14,0.2765173139213695,7.0,0.7191274671160258,1.0
odor,18,,,18.0,,,1505.0,164.0,2023.0,147.0,1866.0,252.0,S19-BCS,,,3.28,-1.3856909291290762,2.94,-2.1092483480513766,5.04,-0.4643427602945426,1.0
face,V07,V07,,,2862.0,151.0,1937.0,200.0,2259.0,360.0,1495.0,330.0,S19-BCS,8.02,0.6064190071516559,4.0,-0.9734823344501284,7.199999999999999,0.3105996805209802,6.6000000000000005,0.4776029309097873,1.0
music,M17,,M17,,,,1631.0,117.0,2550.0,186.0,,,S19-BCS,,,2.3400000000000003,-1.9238521499599248,3.72,-1.666177582256438,,,1.0
odor,7,,,7.0,1254.0,94.0,1139.0,308.0,2067.0,368.0,1825.0,324.0,S19-BCS,6.879999999999999,0.0586791149873652,6.16,0.263143449586715,7.359999999999999,0.4014859914532753,6.48,0.4051455700479158,1.0
music,M05,,M05,,1859.0,100.0,1890.0,166.0,1879.0,357.0,1559.0,301.0,S19-BCS,7.0,0.116335945741501,3.3200000000000003,-1.3627904516469125,7.14,0.2765173139213695,6.02,0.1273923534107416,1.0
odor,10,,,10.0,911.0,-141.0,2736.0,391.0,1826.0,368.0,1972.0,197.0,S19-BCS,2.18,-2.1995467562162894,7.82,1.2135132650965113,7.359999999999999,0.4014859914532753,3.94,-1.1285352348616984,1.0
music,M17,,M17,,1951.0,188.0,4223.0,362.0,,,,,S20-SCB,8.76,1.305252723323887,7.24,0.9095061615921294,,,,,1.0
odor,3,,,3.0,1239.0,-147.0,3606.0,168.0,2643.0,288.0,2583.0,154.0,S20-SCB,2.06,-2.131403485494608,3.3600000000000003,-1.882332372409028,5.76,-0.589934086579505,3.08,-1.3675469932359108,1.0
music,M18,,M18,,2177.0,79.0,1844.0,146.0,,,3051.0,147.0,S20-SCB,6.58,0.1870571210516005,2.92,-2.1989326185328704,,,2.94,-1.4502573861401111,1.0
face,V18,V18,,,3252.0,63.0,2402.0,365.0,2350.0,498.0,2891.0,94.0,S20-SCB,6.26,0.022918317048329,7.3,0.9526789224271988,9.96,1.9133545783128911,1.88,-2.0764932181290576,1.0
odor,6,,,6.0,3667.0,97.0,2933.0,374.0,2629.0,424.0,4020.0,242.0,S20-SCB,6.94,0.3717132755552809,7.48,1.0821972049324071,8.48,1.0312433344936658,4.84,-0.3277591967259622,1.0
music,M15,,M15,,2229.0,126.0,3708.0,280.0,2334.0,396.0,,,S20-SCB,7.52,0.6692148578112104,5.6000000000000005,-0.270549301233102,7.92,0.697471512508013,,,1.0
face,V11,V11,,,,,,,2232.0,486.0,3492.0,124.0,S20-SCB,,,,,9.72,1.7703095117476113,2.48,-1.7220201056824842,1.0
odor,1,,,1.0,1181.0,-153.0,4037.0,342.0,,,2025.0,275.0,S20-SCB,1.94,-2.192955536995836,6.840000000000001,0.6216877560249997,,,5.5,0.0621612269652684,1.0
face,V09,V09,,,3519.0,92.0,2643.0,204.0,2585.0,338.0,1563.0,196.0,S20-SCB,6.840000000000001,0.3204198993042585,4.08,-1.3642592423881943,6.760000000000001,0.0060870241091607,3.92,-0.871284635810708,1.0
music,M06,,M06,,2393.0,132.0,2284.0,311.0,3644.0,430.0,1928.0,302.0,S20-SCB,7.640000000000001,0.7307669093124372,6.22,0.1755692273959488,8.6,1.1027658677763057,6.04,0.3811870281671845,1.0
odor,12,,,12.0,2103.0,-192.0,3112.0,220.0,4096.0,365.0,2182.0,299.0,S20-SCB,1.16,-2.5930438717538093,4.4,-1.1340045179344906,7.3,0.3279384238810403,5.98,0.3457397169225272,1.0
music,M03,,M03,,1977.0,115.0,2439.0,235.0,2477.0,388.0,,,S20-SCB,7.3,0.5563694300589612,4.699999999999999,-0.9181407137591436,7.76,0.6021081347978265,,,1.0
odor,7,,,7.0,1563.0,183.0,2271.0,421.0,2259.0,307.0,1690.0,344.0,S20-SCB,8.66,1.253959347072865,8.42,1.7585704580151615,6.14,-0.363446064517812,6.879999999999999,0.8774493855923873,1.0
music,M04,,M04,,2472.0,112.0,4026.0,218.0,2749.0,358.0,2607.0,358.0,S20-SCB,7.24,0.5255934043083479,4.36,-1.1627863584912037,7.16,0.244495468384627,7.16,1.0428701714007882,1.0
odor,10,,,10.0,1852.0,-163.0,1686.0,338.0,2516.0,353.0,2195.0,201.0,S20-SCB,1.7399999999999998,-2.29554228949788,6.760000000000001,0.5641240749115738,7.06,0.1848933573157604,4.0200000000000005,-0.8122057837362792,1.0
music,M10,,M10,,1823.0,191.0,1723.0,349.0,2534.0,198.0,2070.0,340.0,S20-SCB,8.82,1.3360287490745006,6.98,0.7224241979734951,3.96,-1.6627720858191033,6.800000000000001,0.8301863039328441,1.0
odor,11,,,11.0,1994.0,-64.0,2992.0,402.0,1433.0,446.0,2091.0,378.0,S20-SCB,3.72,-1.2799334397276378,8.040000000000001,1.4851429727263885,8.92,1.2934926231966788,7.56,1.2791855796985037,1.0
music,M11,,M11,,1801.0,99.0,1454.0,339.0,,,2086.0,329.0,S20-SCB,6.98,0.3922306260556898,6.78,0.5785149951899303,,,6.58,0.7002128293691006,1.0
face,V05,V05,,,1763.0,132.0,,,1605.0,348.0,,,S20-SCB,7.640000000000001,0.7307669093124372,,,6.959999999999999,0.1252912462468939,,,1.0
face,V03,V03,,,,,,,3491.0,277.0,2413.0,204.0,S20-SCB,,,,,5.540000000000001,-0.7210587309310115,4.08,-0.7767584724916218,1.0
odor,9,,,9.0,2545.0,61.0,1981.0,328.0,1857.0,491.0,2271.0,280.0,S20-SCB,6.22,0.0024009665479201,6.5600000000000005,0.420214872128009,9.82,1.829911622816478,5.6000000000000005,0.1212400790396973,1.0
face,V13,V13,,,2300.0,32.0,2446.0,329.0,1644.0,410.0,2927.0,325.0,S20-SCB,5.64,-0.2951006157080093,6.58,0.4346057924063655,8.2,0.8643574235008394,6.5,0.6529497477095575,1.0
music,M08,,M08,,2933.0,105.0,2185.0,338.0,3447.0,418.0,,,S20-SCB,7.1,0.4537826775569166,6.760000000000001,0.5641240749115738,8.36,0.959720801211026,,,1.0
odor,8,,,8.0,,,,,1552.0,325.0,1872.0,220.0,S20-SCB,,,,,6.5,-0.1488784646698923,4.4,-0.5877061458534494,1.0
face,V15,V15,,,658.0,48.0,2121.0,306.0,2268.0,396.0,2418.0,233.0,S20-SCB,5.96,-0.1309618117047379,6.12,0.1036146260041664,7.92,0.697471512508013,4.66,-0.4341011304599342,1.0
odor,18,,,18.0,1611.0,88.0,1655.0,360.0,1866.0,394.0,1377.0,205.0,S20-SCB,6.760000000000001,0.2793851983034407,7.199999999999999,0.8807243210354164,7.880000000000001,0.6736306680804663,4.1,-0.7649427020767361,1.0
face,V06,V06,,,,,,,2447.0,267.0,3164.0,328.0,S20-SCB,,,,,5.34,-0.8402629530687445,6.5600000000000005,0.6883970589542148,1.0
odor,14,,,14.0,2964.0,-92.0,2579.0,212.0,1424.0,322.0,3297.0,355.0,S20-SCB,3.16,-1.5671763467333628,4.24,-1.2491318801613425,6.44,-0.1846397313112122,7.1,1.0074228601561308,1.0
face,V10,V10,,,2709.0,-43.0,2038.0,216.0,1603.0,330.0,1853.0,284.0,S20-SCB,4.14,-1.0645012594733445,4.32,-1.1915681990479166,6.6000000000000005,-0.0892763536010257,5.68,0.1685031606992405,1.0
odor,4,,,4.0,1791.0,-17.0,1054.0,201.0,,,1677.0,207.0,S20-SCB,4.66,-0.7977757029680281,4.0200000000000005,-1.407432003223264,,,4.14,-0.7413111612469645,1.0
music,M12,,M12,,1635.0,23.0,,,,,2410.0,185.0,S20-SCB,5.460000000000001,-0.3874286929598495,,,,,3.7,-1.0012581103744516,1.0
music,M16,,M16,,1260.0,178.0,916.0,352.0,1994.0,325.0,3315.0,235.0,S20-SCB,8.56,1.2026659708218426,7.039999999999999,0.7655969588085645,6.5,-0.1488784646698923,4.699999999999999,-0.4104695896301626,1.0
face,V02,V02,,,2430.0,34.0,4317.0,312.0,1251.0,318.0,2228.0,282.0,S20-SCB,5.68,-0.2745832652076004,6.24,0.1899601476743053,6.36,-0.2323214201663055,5.64,0.1448716198694689,1.0
face,V01,V01,,,991.0,37.0,1620.0,311.0,3511.0,122.0,2734.0,285.0,S20-SCB,5.739999999999999,-0.2438072394569869,6.22,0.1755692273959488,2.44,-2.568724174065875,5.699999999999999,0.1803189311141262,1.0
music,M02,,M02,,2932.0,142.0,2978.0,381.0,1768.0,381.0,2579.0,338.0,S20-SCB,7.84,0.8333536618144818,7.62,1.1829336468809024,7.62,0.5186651793014133,6.760000000000001,0.8065547631030726,1.0
face,V08,V08,,,,,3565.0,227.0,3919.0,208.0,2529.0,303.0,S20-SCB,,,4.54,-1.0332680759859951,4.16,-1.54356786368137,6.06,0.3930027985820703,1.0
odor,17,,,17.0,1224.0,-62.0,1698.0,314.0,1557.0,211.0,2237.0,338.0,S20-SCB,3.76,-1.259416089227229,6.28,0.2187419882310183,4.22,-1.5078065970400505,6.760000000000001,0.8065547631030726,1.0
music,M05,,M05,,1610.0,113.0,1898.0,270.0,2246.0,341.0,2148.0,222.0,S20-SCB,7.26,0.5358520795585523,5.4,-0.4144585040166668,6.82,0.0418482907504807,4.44,-0.5640746050236778,1.0
music,M01,,M01,,1494.0,26.0,1665.0,222.0,1667.0,279.0,1901.0,121.0,S20-SCB,5.5200000000000005,-0.3566526672092361,4.44,-1.1052226773777778,5.58,-0.6972178865034648,2.42,-1.7574674169271416,1.0
odor,2,,,2.0,1769.0,151.0,1624.0,387.0,1949.0,408.0,2889.0,344.0,S20-SCB,8.02,0.925681739066322,7.74,1.2692791685510414,8.16,0.8405165790732928,6.879999999999999,0.8774493855923873,1.0
face,V14,V14,,,1600.0,147.0,1335.0,343.0,2042.0,346.0,2150.0,392.0,S20-SCB,7.94,0.8846470380655042,6.86,0.6360786763033562,6.92,0.1014504018193472,7.84,1.4446063655069046,1.0
odor,5,,,5.0,1949.0,115.0,2611.0,340.0,1646.0,392.0,1908.0,422.0,S20-SCB,7.3,0.5563694300589612,6.800000000000001,0.5929059154682867,7.84,0.6497898236529197,8.44,1.799079477953478,1.0
music,M14,,M14,,1083.0,48.0,1769.0,203.0,,,,,S20-SCB,5.96,-0.1309618117047379,4.0600000000000005,-1.3786501626665508,,,,,1.0
face,V16,V16,,,,,,,2192.0,325.0,3038.0,225.0,S20-SCB,,,,,6.5,-0.1488784646698923,4.5,-0.5286272937790205,1.0
odor,13,,,13.0,2457.0,-48.0,1581.0,177.0,1894.0,156.0,3370.0,301.0,S20-SCB,4.04,-1.1157946357243664,3.54,-1.7528140899038194,3.12,-2.1634298187975824,6.02,0.3693712577522987,1.0
music,M07,,M07,,1131.0,146.0,1180.0,366.0,1699.0,377.0,2284.0,170.0,S20-SCB,7.92,0.8743883628152996,7.32,0.9670698427055552,7.54,0.47098349044632,3.4000000000000004,-1.1784946665977385,1.0
face,V07,V07,,,897.0,81.0,1261.0,310.0,1714.0,298.0,2331.0,188.0,S20-SCB,6.62,0.2075744715520094,6.2,0.1611783071175924,5.96,-0.4707298644417718,3.76,-0.9658107991297944,1.0
face,V17,V17,,,806.0,168.0,,,1334.0,364.0,1692.0,145.0,S20-SCB,8.36,1.1000792183197978,,,7.279999999999999,0.3160180016672669,2.9,-1.4738889269698827,1.0
odor,16,,,16.0,,,1551.0,266.0,1640.0,294.0,2057.0,354.0,S20-SCB,,,5.32,-0.4720221851300927,5.88,-0.5184115532968651,7.08,0.995607089741245,1.0
music,M13,,M13,,2352.0,136.0,1921.0,304.0,1574.0,170.0,1827.0,370.0,S20-SCB,7.720000000000001,0.771801610313255,6.08,0.0748327854474535,3.4000000000000004,-1.996543907804756,7.4,1.1846594163794175,1.0
odor,15,,,15.0,1217.0,86.0,,,1919.0,289.0,,,S20-SCB,6.720000000000001,0.2588678478030318,,,5.779999999999999,-0.5780136643657316,,,1.0
music,M09,,M09,,1053.0,128.0,1795.0,348.0,1029.0,372.0,,,S20-SCB,7.56,0.6897322083116193,6.959999999999999,0.7080332776951386,7.439999999999999,0.4113813793774534,,,1.0
face,V04,V04,,,1843.0,73.0,1931.0,308.0,1627.0,282.0,2731.0,369.0,S20-SCB,6.46,0.1255050695503737,6.16,0.1323964665608794,5.64,-0.6614566198621449,7.38,1.1728436459645315,1.0
face,V12,V12,,,757.0,62.0,2522.0,341.0,3511.0,351.0,1655.0,395.0,S20-SCB,6.24,0.0126596417981246,6.82,0.6072968357466433,7.02,0.1610525128882138,7.9,1.480053676751562,1.0
face,V07,V07,,,1872.0,-129.0,3067.0,270.0,3794.0,282.0,,,S21-CBS,2.42,-0.9748086653440698,5.4,-0.2145320596395542,5.64,0.1624098280647869,,,1.0
odor,18,,,18.0,3076.0,208.0,,,3248.0,323.0,3860.0,165.0,S21-CBS,9.16,1.355971533306749,,,6.46,0.5323433253234683,3.3000000000000003,-0.6661031433486629,1.0
face,V13,V13,,,2563.0,-68.0,3281.0,26.0,2366.0,97.0,1443.0,433.0,S21-CBS,3.64,-0.5529167006031204,0.52,-2.501912540905661,1.94,-1.50680229371219,8.66,1.3242084788012016,1.0
odor,15,,,15.0,3397.0,38.0,3679.0,265.0,4218.0,383.0,2296.0,382.0,S21-CBS,5.76,0.1802070414057425,5.300000000000001,-0.2614046104851712,7.66,1.073709418872758,7.640000000000001,0.9454551477204438,1.0
face,V14,V14,,,2466.0,83.0,2680.0,145.0,1599.0,310.0,2322.0,56.0,S21-CBS,6.66,0.491438818673656,2.9,-1.386345830779978,6.2,0.4150473383877888,1.12,-1.4755955568349886,1.0
face,V06,V06,,,4273.0,10.0,4270.0,378.0,4421.0,354.0,3029.0,62.0,S21-CBS,5.2,-0.0134482866720703,7.56,0.7979150386257718,7.08,0.8120491403239347,1.24,-1.4310363414137228,1.0
odor,14,,,14.0,982.0,132.0,2676.0,310.0,2454.0,399.0,4887.0,322.0,S21-CBS,7.640000000000001,0.8303356428098285,6.2,0.1604483471253813,7.98,1.218073710485902,6.44,0.4998629935077875,1.0
music,M13,,M13,,1908.0,180.0,3096.0,437.0,3118.0,462.0,3178.0,121.0,S21-CBS,8.6,1.1623162052289362,8.74,1.3510111386040518,9.24,1.7865081087126564,2.42,-0.9928707231046108,1.0
