stimulus_type,stimulus_name,face,music,odor,hedo_rt,hedo,emo_rt,emo,fam_rt,fam,compl_rt,compl,subject,hedo_scaled,hedo_zscore,emo_scaled,emo_zscore,fam_scaled,fam_zscore,compl_scaled,compl_zscore,version
odor,4,,,4.0,2577.0,-30.0,1964.0,177.0,2054.0,170.0,2709.0,295.0,S12-CBS,4.4,-0.7085503532175579,3.54,-1.0956653772336442,3.4000000000000004,-1.783735961969607,5.9,0.4755656910383554,1.2
face,V16,V16,,,1031.0,-48.0,2074.0,304.0,2465.0,386.0,1505.0,340.0,S12-CBS,4.04,-0.9432848260626384,6.08,0.6836557587048671,7.720000000000001,1.098032213676464,6.800000000000001,1.0706350160760498,1.2
odor,15,,,15.0,1491.0,161.0,1645.0,358.0,1263.0,391.0,2598.0,147.0,S12-CBS,8.219999999999999,1.7822432197496856,7.16,1.440217501544864,7.82,1.1647398103349378,2.94,-1.4815512001967288,1.2
music,M03,,M03,,975.0,-46.0,2798.0,303.0,2332.0,292.0,2080.0,351.0,S12-CBS,4.08,-0.9172032179687406,6.06,0.6696453560596819,5.84,-0.1560706035028446,7.02,1.2160964066408195,1.2
odor,6,,,6.0,2974.0,-15.0,1736.0,164.0,1015.0,373.0,1822.0,123.0,S12-CBS,4.699999999999999,-0.5129382925133241,3.28,-1.277800611621051,7.46,0.924592462364432,2.46,-1.7989215068834992,1.2
face,V13,V13,,,3266.0,102.0,1225.0,338.0,2085.0,290.0,878.0,350.0,S12-CBS,7.039999999999999,1.0128357809796995,6.760000000000001,1.1600094486411614,5.8,-0.1827536421662342,7.0,1.2028726438622042,1.2
music,M05,,M05,,2013.0,77.0,1332.0,361.0,1161.0,405.0,1607.0,354.0,S12-CBS,6.54,0.6868156798059765,7.22,1.482248709480419,8.100000000000001,1.3515210809786646,7.08,1.2557676949766658,1.2
odor,3,,,3.0,1758.0,-110.0,2307.0,310.0,1283.0,366.0,1242.0,343.0,S12-CBS,2.8000000000000003,-1.7518146769734717,6.2,0.7677181745759778,7.32,0.8312018270425685,6.86,1.110306304411896,1.2
music,M10,,M10,,958.0,55.0,1343.0,138.0,2701.0,185.0,3043.0,291.0,S12-CBS,6.1,0.3999179907731002,2.76,-1.6420710803958642,3.7,-1.5836131719941855,5.819999999999999,0.4226706399238936,1.2
face,V06,V06,,,748.0,-18.0,2044.0,147.0,2256.0,174.0,2972.0,307.0,S12-CBS,4.640000000000001,-0.5520607046541709,2.94,-1.515977456589198,3.4799999999999995,-1.730369884642828,6.14,0.6342508443817406,1.2
odor,7,,,7.0,1191.0,51.0,3286.0,154.0,2573.0,285.0,2344.0,198.0,S12-CBS,6.02,0.3477547745853045,3.08,-1.4179046380729023,5.699999999999999,-0.249461238824708,3.96,-0.8071392984873417,1.2
odor,13,,,13.0,4117.0,-38.0,1772.0,319.0,1371.0,330.0,2788.0,298.0,S12-CBS,4.24,-0.8128767855931492,6.38,0.893811798382644,6.6000000000000005,0.3509071311015567,5.96,0.5152369793742017,1.2
music,M04,,M04,,920.0,50.0,1675.0,302.0,1507.0,321.0,1678.0,353.0,S12-CBS,6.0,0.3347139705383556,6.04,0.6556349534144967,6.42,0.2308334571163037,7.06,1.2425439321980505,1.2
face,V10,V10,,,1004.0,112.0,1371.0,318.0,2679.0,305.0,1934.0,182.0,S12-CBS,7.24,1.143243821449189,6.36,0.8798013957374589,6.1,0.0173691478091873,3.64,-1.0187195029451883,1.2
odor,11,,,11.0,1500.0,122.0,1483.0,340.0,869.0,447.0,1434.0,311.0,S12-CBS,7.439999999999999,1.273651861918678,6.800000000000001,1.1880302539315315,8.94,1.9118648929098447,6.22,0.6871458954962023,1.2
music,M16,,M16,,878.0,157.0,1192.0,324.0,1710.0,330.0,2092.0,289.0,S12-CBS,8.139999999999999,1.7300800035618895,6.48,0.9638638116085696,6.6000000000000005,0.3509071311015567,5.779999999999999,0.3962231143666628,1.2
odor,16,,,16.0,1274.0,-125.0,2439.0,168.0,1860.0,187.0,1571.0,314.0,S12-CBS,2.5,-1.9474267376777052,3.3600000000000003,-1.2217590010403103,3.74,-1.556930133330796,6.28,0.7268171838320486,1.2
music,M09,,M09,,660.0,62.0,1648.0,286.0,1567.0,310.0,1744.0,315.0,S12-CBS,6.24,0.4912036191017427,5.72,0.4314685110915347,6.2,0.0840767444676612,6.3,0.740040946610664,1.2
odor,1,,,1.0,2612.0,-20.0,3186.0,234.0,2773.0,203.0,3106.0,177.0,S12-CBS,4.6000000000000005,-0.5781423127480687,4.680000000000001,-0.2970724264580919,4.0600000000000005,-1.3434658240236794,3.54,-1.0848383168382658,1.2
music,M15,,M15,,2202.0,57.0,1786.0,184.0,1487.0,305.0,2808.0,175.0,S12-CBS,6.14,0.425999598866998,3.68,-0.9975925587173484,6.1,0.0173691478091873,3.5,-1.1112858423954963,1.2
face,V07,V07,,,1528.0,-63.0,2027.0,315.0,1828.0,323.0,1540.0,321.0,S12-CBS,3.74,-1.1388968867668725,6.3,0.8377701878019035,6.46,0.2575164957796933,6.42,0.8193835232823566,1.2
music,M02,,M02,,2203.0,98.0,2060.0,325.0,979.0,304.0,1454.0,322.0,S12-CBS,6.959999999999999,0.9606725647919038,6.5,0.9778742142537548,6.08,0.0040276284774926,6.44,0.8326072860609721,1.2
odor,8,,,8.0,1557.0,-54.0,1863.0,166.0,2102.0,182.0,1457.0,295.0,S12-CBS,3.92,-1.021529650344332,3.3200000000000003,-1.2497798063306806,3.64,-1.6236377299892697,5.9,0.4755656910383554,1.2
face,V03,V03,,,1641.0,-57.0,3337.0,303.0,1837.0,317.0,1749.0,294.0,S12-CBS,3.86,-1.0606520624851787,6.06,0.6696453560596819,6.34,0.1774673797895246,5.88,0.4623419282597399,1.2
odor,10,,,10.0,1710.0,-30.0,1025.0,298.0,1022.0,307.0,1681.0,292.0,S12-CBS,4.4,-0.7085503532175579,5.96,0.5995933428337563,6.14,0.0440521864725769,5.84,0.435894402702509,1.2
music,M07,,M07,,1942.0,85.0,1318.0,293.0,1099.0,323.0,1306.0,200.0,S12-CBS,6.7,0.7911421121815678,5.859999999999999,0.5295413296078306,6.46,0.2575164957796933,4.0,-0.7806917729301107,1.2
face,V08,V08,,,2297.0,-35.0,3607.0,349.0,1616.0,340.0,1314.0,308.0,S12-CBS,4.3,-0.7737543734523025,6.98,1.3141238777381978,6.800000000000001,0.4843223244185045,6.16,0.647474607160356,1.2
odor,18,,,18.0,3680.0,82.0,4697.0,275.0,3482.0,408.0,3831.0,264.0,S13-SCB,6.640000000000001,0.3677226798208653,5.5,-0.1891008606677107,8.16,0.5656902941955554,5.28,0.2866678453128771,1.2
face,V02,V02,,,3567.0,83.0,2625.0,270.0,1731.0,490.0,3846.0,172.0,S13-SCB,6.66,0.3785913304559647,5.4,-0.2513657782046399,9.8,1.0452085346039586,3.4399999999999995,-0.4200017268537502,1.2
music,M13,,M13,,2168.0,207.0,2668.0,355.0,2254.0,479.0,2495.0,48.0,S13-SCB,9.14,1.7263040092082986,7.1,0.8071378199231569,9.58,0.9808829169881972,0.96,-1.3724694110783349,1.2
face,V04,V04,,,2169.0,85.0,3351.0,257.0,2506.0,495.0,2648.0,264.0,S13-SCB,6.7,0.4003286317261637,5.140000000000001,-0.4132545638006559,9.9,1.074447451702032,5.28,0.2866678453128771,1.2
odor,12,,,12.0,2586.0,-67.0,2326.0,260.0,3253.0,170.0,4284.0,348.0,S13-SCB,3.66,-1.2517062648089552,5.2,-0.3758956132784983,3.4000000000000004,-0.8260821596727368,6.959999999999999,0.9318878894650152,1.2
face,V01,V01,,,2214.0,20.0,3161.0,269.0,2602.0,371.0,3267.0,413.0,S13-SCB,5.4,-0.3061336595553016,5.380000000000001,-0.2638187617120258,7.42,0.3493223076698125,8.26,1.431165304582741,1.2
odor,16,,,16.0,1930.0,-105.0,4271.0,296.0,4248.0,419.0,3483.0,96.0,S13-SCB,2.9,-1.6647149889427348,5.92,0.072411792987392,8.379999999999999,0.6300159118113168,1.92,-1.0037722429913989,1.2
face,V16,V16,,,2291.0,-19.0,4245.0,148.0,2927.0,378.0,3189.0,444.0,S13-SCB,4.62,-0.7300110343241808,2.96,-1.770629766105713,7.56,0.3902567916071152,8.88,1.669282225638887,1.2
face,V11,V11,,,2415.0,-52.0,2180.0,134.0,2095.0,466.0,2946.0,228.0,S13-SCB,3.96,-1.0886765052824632,2.68,-1.9449715352091148,9.32,0.9048617325332065,4.5600000000000005,0.010144969247675,1.2
music,M18,,M18,,1849.0,170.0,2173.0,292.0,1980.0,484.0,2862.0,39.0,S13-SCB,8.4,1.3241639357096184,5.84,0.0225998589578486,9.68,1.0101218340862703,0.78,-1.4416001300946355,1.2
odor,8,,,8.0,1815.0,95.0,2516.0,223.0,4064.0,366.0,2427.0,382.0,S13-SCB,6.9,0.5090151380771584,4.46,-0.8366560030517747,7.32,0.3200833905717391,7.640000000000001,1.1930483835265948,1.2
music,M02,,M02,,3862.0,-38.0,1260.0,232.0,2456.0,48.0,2839.0,395.0,S13-SCB,4.24,-0.9365153963910706,4.640000000000001,-0.724579151485302,0.96,-1.5395117368657267,7.9,1.29290386655014,1.2
face,V18,V18,,,2676.0,45.0,2581.0,266.0,,,209.0,374.0,S13-SCB,5.9,-0.0344173936778149,5.32,-0.3011777122341832,,,7.48,1.1315988555121057,1.2
music,M05,,M05,,4447.0,182.0,1820.0,338.0,1689.0,380.0,3836.0,150.0,S13-SCB,8.64,1.454587743330812,6.760000000000001,0.5954371002975976,7.6,0.4019523584463445,3.0,-0.588987928893596,1.2
music,M11,,M11,,1429.0,182.0,809.0,435.0,1397.0,482.0,2882.0,195.0,S13-SCB,8.64,1.454587743330812,8.7,1.8033765005140243,9.64,0.9984262672470412,3.9,-0.2433343338120934,1.2
odor,3,,,3.0,1625.0,-85.0,2396.0,300.0,2905.0,458.0,2523.0,156.0,S13-SCB,3.3000000000000003,-1.4473419762407456,6.0,0.1222237270169354,9.16,0.858079465176289,3.12,-0.5429007828827289,1.2
face,V03,V03,,,1342.0,135.0,1860.0,319.0,1549.0,498.0,2717.0,77.0,S13-SCB,7.7,0.9437611634811373,6.38,0.3588304136572665,9.96,1.091990801960876,1.54,-1.149714872025811,1.2
music,M03,,M03,,1757.0,69.0,2336.0,292.0,1351.0,26.0,3735.0,338.0,S13-SCB,6.38,0.2264302215645722,5.84,0.0225998589578486,0.52,-1.6681629720972495,6.760000000000001,0.8550759794469035,1.2
odor,7,,,7.0,881.0,94.0,2123.0,358.0,1891.0,378.0,2828.0,285.0,S13-SCB,6.879999999999999,0.4981464874420589,7.16,0.8444967704453145,7.56,0.3902567916071152,5.699999999999999,0.4479728563509116,1.2
face,V13,V13,,,918.0,-50.0,925.0,238.0,2114.0,48.0,3058.0,346.0,S13-SCB,4.0,-1.0669392040122645,4.76,-0.649861250440987,0.96,-1.5395117368657267,6.92,0.9165255074613928,1.2
music,M10,,M10,,1146.0,171.0,588.0,397.0,1265.0,489.0,2775.0,148.0,S13-SCB,8.42,1.335032586344718,7.94,1.3301631272333625,9.78,1.039360751184344,2.96,-0.6043503108972182,1.2
odor,6,,,6.0,2053.0,-142.0,1215.0,323.0,1695.0,22.0,2158.0,72.0,S13-SCB,2.16,-2.066855062441415,6.46,0.4086423476868098,0.4399999999999999,-1.6915541057757084,1.44,-1.1881208270348669,1.2
music,M12,,M12,,590.0,182.0,712.0,444.0,1540.0,496.0,1925.0,91.0,S13-SCB,8.64,1.454587743330812,8.88,1.915453352080497,9.92,1.0802952351216466,1.82,-1.0421781980004547,1.2
face,V09,V09,,,2804.0,20.0,710.0,279.0,1220.0,455.0,2767.0,189.0,S13-SCB,5.4,-0.3061336595553016,5.58,-0.1392889266381673,9.1,0.840536114917445,3.78,-0.2894214798229604,1.2
face,V05,V05,,,1329.0,32.0,1530.0,260.0,2449.0,480.0,1614.0,468.0,S13-SCB,5.64,-0.175709851934108,5.2,-0.3758956132784983,9.6,0.986730700407812,9.36,1.8536308096823555,1.2
odor,4,,,4.0,2063.0,96.0,1247.0,238.0,3365.0,345.0,1889.0,152.0,S13-SCB,6.92,0.5198837887122578,4.76,-0.649861250440987,6.9,0.197279938759831,3.04,-0.5736255468899736,1.2
music,M15,,M15,,993.0,169.0,590.0,378.0,1275.0,424.0,2210.0,379.0,S13-SCB,8.379999999999999,1.313295285074519,7.56,1.0935564405930314,8.48,0.6592548289093901,7.58,1.1700048105211611,1.2
odor,13,,,13.0,1238.0,-79.0,1044.0,340.0,3023.0,288.0,2955.0,280.0,S13-SCB,3.4200000000000004,-1.3821300724301488,6.800000000000001,0.6203430673123692,5.76,-0.1360437161582053,5.6000000000000005,0.4095669013418558,1.2
music,M01,,M01,,2911.0,-18.0,2307.0,268.0,1790.0,48.0,3467.0,78.0,S13-SCB,4.640000000000001,-0.7191423836890812,5.36,-0.2762717452194116,0.96,-1.5395117368657267,1.56,-1.142033681024,1.2
odor,5,,,5.0,1852.0,52.0,770.0,273.0,1492.0,486.0,2226.0,98.0,S13-SCB,6.04,0.0416631607678813,5.460000000000001,-0.2140068276824824,9.72,1.0218174009255,1.96,-0.9884098609877766,1.2
face,V14,V14,,,1065.0,117.0,1060.0,342.0,3373.0,64.0,2407.0,60.0,S13-SCB,7.34,0.7481254520493468,6.840000000000001,0.6452490343271409,1.28,-1.445947202151892,1.2,-1.280295119056601,1.2
odor,14,,,14.0,3728.0,100.0,1063.0,343.0,2327.0,262.0,2066.0,348.0,S13-SCB,7.0,0.5633583912526557,6.86,0.6577020178345268,5.24,-0.2880860850681868,6.959999999999999,0.9318878894650152,1.2
face,V07,V07,,,2477.0,46.0,1013.0,263.0,3085.0,421.0,1120.0,450.0,S13-SCB,5.92,-0.0235487430427154,5.26,-0.3385366627563408,8.42,0.6417114786505461,9.0,1.7153693716497542,1.2
music,M09,,M09,,1099.0,36.0,1324.0,269.0,1345.0,12.0,4124.0,130.0,S13-SCB,5.72,-0.1322352493937101,5.380000000000001,-0.2638187617120258,0.24,-1.7500319399718551,2.6,-0.7426117489298193,1.2
odor,2,,,2.0,1287.0,107.0,646.0,368.0,1475.0,464.0,2476.0,308.0,S13-SCB,7.14,0.639438945698352,7.359999999999999,0.9690266055191727,9.28,0.893166165693977,6.16,0.6246402493925685,1.2
face,V15,V15,,,3378.0,25.0,858.0,265.0,3127.0,432.0,2819.0,96.0,S13-SCB,5.5,-0.2517904063798042,5.300000000000001,-0.3136306957415691,8.64,0.7060370962663075,1.92,-1.0037722429913989,1.2
music,M08,,M08,,2060.0,26.0,2609.0,263.0,2511.0,68.0,2495.0,308.0,S13-SCB,5.5200000000000005,-0.2409217557447048,5.26,-0.3385366627563408,1.36,-1.4225560684734333,6.16,0.6246402493925685,1.2
odor,1,,,1.0,2584.0,39.0,632.0,279.0,2031.0,315.0,2128.0,261.0,S13-SCB,5.779999999999999,-0.0996292974884117,5.58,-0.1392889266381673,6.3,0.0218464361713908,5.220000000000001,0.2636242723074436,1.2
face,V10,V10,,,972.0,79.0,571.0,176.0,3028.0,89.0,3068.0,190.0,S13-SCB,6.58,0.3351167279155669,3.52,-1.4219462278989097,1.7799999999999998,-1.2997526166615252,3.8,-0.2817402888211492,1.2
odor,10,,,10.0,3625.0,-73.0,2646.0,364.0,4381.0,341.0,,,S13-SCB,3.54,-1.316918168619552,7.279999999999999,0.9192146714896297,6.82,0.1738888050813723,,,1.2
music,M16,,M16,,2385.0,47.0,702.0,283.0,2289.0,166.0,3963.0,302.0,S13-SCB,5.94,-0.012680092407616,5.659999999999999,-0.0894769926086239,3.3200000000000003,-0.8494732933511955,6.04,0.5785531033817014,1.2
music,M04,,M04,,955.0,71.0,966.0,343.0,1824.0,106.0,2252.0,339.0,S13-SCB,6.42,0.2481675228347711,6.86,0.6577020178345268,2.12,-1.2003402985280758,6.78,0.8627571704487146,1.2
face,V12,V12,,,1384.0,100.0,1262.0,312.0,1618.0,75.0,3112.0,86.0,S13-SCB,7.0,0.5633583912526557,6.24,0.2716595291055655,1.5,-1.3816215845361306,1.7199999999999998,-1.0805841530095106,1.2
odor,15,,,15.0,3315.0,130.0,592.0,355.0,3312.0,316.0,3932.0,320.0,S13-SCB,7.6,0.8894179103056398,7.1,0.8071378199231569,6.32,0.0276942195910054,6.4,0.7168145414143025,1.2
face,V08,V08,,,945.0,110.0,672.0,329.0,1640.0,476.0,2830.0,302.0,S13-SCB,7.199999999999999,0.6720448976036504,6.58,0.4833602487311249,9.52,0.9633395667293532,6.04,0.5785531033817014,1.2
music,M07,,M07,,833.0,144.0,1185.0,383.0,871.0,61.0,2083.0,356.0,S13-SCB,7.880000000000001,1.0415790191970324,7.66,1.1558213581299606,1.22,-1.463490552410736,7.119999999999999,0.9933374174795044,1.2
odor,11,,,11.0,2297.0,184.0,695.0,420.0,1100.0,498.0,2941.0,319.0,S13-SCB,8.68,1.476325044601011,8.4,1.616581747903237,9.96,1.091990801960876,6.38,0.7091333504124913,1.2
face,V17,V17,,,740.0,-52.0,1850.0,174.0,3267.0,290.0,2544.0,50.0,S13-SCB,3.96,-1.0886765052824632,3.4799999999999995,-1.446852194913681,5.8,-0.124348149318976,1.0,-1.3571070290747127,1.2
music,M17,,M17,,2160.0,83.0,684.0,312.0,2919.0,365.0,2517.0,282.0,S13-SCB,6.66,0.3785913304559647,6.24,0.2716595291055655,7.3,0.3142356071521244,5.64,0.4249292833454781,1.2
music,M14,,M14,,1479.0,-42.0,1201.0,112.0,2842.0,305.0,2044.0,48.0,S13-SCB,4.16,-0.9799899989314684,2.24,-2.218937172371604,6.1,-0.0366313980247559,0.96,-1.3724694110783349,1.2
face,V06,V06,,,910.0,-120.0,1277.0,84.0,2585.0,481.0,1730.0,46.0,S13-SCB,2.6,-1.8277447484692269,1.6800000000000002,-2.567620710578407,9.62,0.9925784838274264,0.92,-1.3878317930819573,1.2
music,M06,,M06,,1574.0,48.0,1094.0,135.0,2777.0,52.0,2120.0,60.0,S13-SCB,5.96,-0.0018114417725165,2.7,-1.932518551701729,1.04,-1.516120603187268,1.2,-1.280295119056601,1.2
odor,9,,,9.0,1027.0,-165.0,602.0,428.0,2382.0,119.0,2382.0,327.0,S13-SCB,1.7000000000000002,-2.316834027048703,8.56,1.7162056159623236,2.38,-1.124319114073085,6.54,0.7705828784269806,1.2
odor,17,,,17.0,1245.0,45.0,853.0,311.0,2280.0,342.0,1321.0,57.0,S13-SCB,5.9,-0.0344173936778149,6.22,0.2592065455981797,6.840000000000001,0.1797365885009869,1.14,-1.3033386920620345,1.2
music,M06,,M06,,1962.0,181.0,3337.0,327.0,3931.0,370.0,,,S14-CBS,8.62,0.981771620654071,6.54,0.5906983766546473,7.4,0.9338397898348778,,,1.2
odor,12,,,12.0,2315.0,109.0,4617.0,201.0,2723.0,125.0,2741.0,333.0,S14-CBS,7.18,0.3428746874735476,4.0200000000000005,-0.5293789505768612,2.5,-1.039188488406535,6.66,0.6684260869359465,1.2
face,V12,V12,,,4343.0,103.0,,,,,4248.0,332.0,S14-CBS,7.06,0.2896332763751706,,,,,6.640000000000001,0.6582530847175838,1.2
face,V09,V09,,,4294.0,-60.0,,,3052.0,352.0,3635.0,358.0,S14-CBS,3.8,-1.1567583917974034,,,7.039999999999999,0.7888826102089781,7.16,0.9227511423950132,1.2
odor,15,,,15.0,,,,,,,,,S14-CBS,,,,,,,,,1.2
music,M04,,M04,,3203.0,146.0,2279.0,315.0,2812.0,288.0,3445.0,280.0,S14-CBS,7.92,0.6711967225802055,6.3,0.4840243454897417,5.76,0.2734793048724457,5.6000000000000005,0.1292569693627254,1.2
odor,10,,,10.0,1615.0,179.0,1782.0,351.0,4374.0,269.0,2862.0,308.0,S14-CBS,8.58,0.9640244836212788,7.02,0.8040464389844585,5.380000000000001,0.1204689486006627,6.16,0.41410103147688,1.2
music,M18,,M18,,4046.0,17.0,3263.0,168.0,4508.0,320.0,3083.0,275.0,S14-CBS,5.34,-0.473493616034899,3.3600000000000003,-0.8227325362803516,6.4,0.5311809575407119,5.5,0.0783919582709121,1.2
face,V13,V13,,,2117.0,130.0,4894.0,217.0,4818.0,194.0,3206.0,380.0,S14-CBS,7.6,0.5292196263178669,4.34,-0.3871469090236538,3.88,-0.483519299840586,7.6,1.1465571911989916,1.2
odor,3,,,3.0,1674.0,-161.0,3959.0,392.0,,,4736.0,330.0,S14-CBS,1.7799999999999998,-2.052988811953416,7.84,1.168516045464553,,,6.6000000000000005,0.6379070802808585,1.2
face,V04,V04,,,4753.0,78.0,4005.0,82.0,3796.0,340.0,4294.0,262.0,S14-CBS,6.5600000000000005,0.0677940634652666,1.64,-1.5872297596288416,6.800000000000001,0.6922444904583782,5.24,-0.0538570705678025,1.2
face,V11,V11,,,2611.0,-154.0,,,2722.0,312.0,3872.0,201.0,S14-CBS,1.92,-1.9908738323386423,,,6.24,0.4667555443736454,4.0200000000000005,-0.6744102058879249,1.2
music,M02,,M02,,3772.0,200.0,3042.0,391.0,2217.0,376.0,2228.0,385.0,S14-CBS,9.0,1.1503694224655978,7.82,1.159626542867477,7.52,0.9821588497101776,7.7,1.197422202290805,1.2
odor,14,,,14.0,1771.0,-189.0,2616.0,380.0,4726.0,17.0,2844.0,349.0,S14-CBS,1.22,-2.301448730412508,7.6,1.061842014299647,0.34,-1.908931566161933,6.98,0.8311941224297491,1.2
music,M03,,M03,,2268.0,105.0,2704.0,34.0,4697.0,310.0,4114.0,218.0,S14-CBS,7.1,0.3073804134079629,0.68,-2.013925884288464,6.2,0.4506491910818787,4.36,-0.5014691681757596,1.2
face,V05,V05,,,4296.0,19.0,4390.0,77.0,1885.0,65.0,3485.0,22.0,S14-CBS,5.380000000000001,-0.4557464790021067,1.54,-1.631677272614219,1.3,-1.522379087159534,0.4399999999999999,-2.4953776029748416,1.2
face,V06,V06,,,909.0,97.0,2449.0,291.0,2980.0,336.0,4470.0,99.0,S14-CBS,6.94,0.2363918652767936,5.819999999999999,0.2706762831599306,6.720000000000001,0.660031783874845,1.98,-1.7120564321609164,1.2
music,M11,,M11,,4390.0,150.0,2041.0,308.0,3125.0,345.0,3635.0,305.0,S14-CBS,8.0,0.70669099664579,6.16,0.4217978273102135,6.9,0.7325103736877948,6.1,0.383582024821792,1.2
odor,11,,,11.0,4871.0,-156.0,1195.0,449.0,1655.0,472.0,2549.0,335.0,S14-CBS,1.88,-2.0086209693714348,8.98,1.675217693497854,9.44,1.755263807714976,6.7,0.6887720913726718,1.2
music,M12,,M12,,3905.0,191.0,2075.0,339.0,2330.0,53.0,4916.0,379.0,S14-CBS,8.82,1.0705073058180326,6.78,0.6973724078195529,1.06,-1.6190172069101336,7.58,1.136384188980629,1.2
face,V08,V08,,,3925.0,67.0,3049.0,28.0,3552.0,365.0,2825.0,129.0,S14-CBS,6.34,-0.029815190215091,0.56,-2.067262899870917,7.3,0.8935739066054612,2.58,-1.4068663656100366,1.2
music,M08,,M08,,3093.0,43.0,1991.0,75.0,3892.0,168.0,4170.0,270.0,S14-CBS,5.859999999999999,-0.2427808346085989,1.5,-1.64945627780837,3.3600000000000003,-0.6929018926335523,5.4,0.0275269471790987,1.2
odor,7,,,7.0,1660.0,117.0,1584.0,43.0,3658.0,287.0,4178.0,99.0,S14-CBS,7.34,0.4138632356047168,0.8599999999999999,-1.9339203609147848,5.739999999999999,0.2654261282265625,1.98,-1.7120564321609164,1.2
face,V07,V07,,,3617.0,-100.0,2993.0,142.0,4708.0,354.0,,,S14-CBS,3.0,-1.5117011324532497,2.84,-1.0538596038043138,7.08,0.8049889635007447,,,1.2
music,M07,,M07,,4221.0,163.0,2419.0,283.0,4690.0,254.0,3766.0,326.0,S14-CBS,8.26,0.8220473873589401,5.659999999999999,0.1995602623833269,5.08,-0.0003287010875869,6.5200000000000005,0.5972150714074079,1.2
face,V18,V18,,,,,2743.0,335.0,2547.0,380.0,4352.0,149.0,S14-CBS,,,6.7,0.661814397431251,7.6,1.014371556293711,2.98,-1.2034063212427837,1.2
odor,5,,,5.0,2344.0,175.0,3945.0,330.0,4073.0,200.0,4332.0,129.0,S14-CBS,8.5,0.928530209555694,6.6000000000000005,0.6173668844458737,4.0,-0.4352002399652861,2.58,-1.4068663656100366,1.2
music,M15,,M15,,4181.0,42.0,3887.0,312.0,,,3827.0,217.0,S14-CBS,5.84,-0.251654403124995,6.24,0.4573558376985153,,,4.34,-0.5116421703941223,1.2
odor,16,,,16.0,2391.0,-57.0,3865.0,350.0,3872.0,94.0,3302.0,348.0,S14-CBS,3.86,-1.1301376862482149,7.0,0.795156936387383,1.88,-1.2888369644289177,6.959999999999999,0.8210211202113865,1.2
face,V01,V01,,,3627.0,72.0,3070.0,308.0,2293.0,130.0,3923.0,368.0,S14-CBS,6.44,0.0145526523668897,6.16,0.4217978273102135,2.6,-0.9989226051771184,7.359999999999999,1.0244811645786398,1.2
odor,13,,,13.0,4684.0,112.0,3245.0,296.0,,,2670.0,343.0,S14-CBS,7.24,0.369495393022736,5.92,0.3151237961453079,,,6.86,0.7701561091195731,1.2
face,V17,V17,,,3788.0,-81.0,4630.0,240.0,4394.0,356.0,3335.0,280.0,S14-CBS,3.3800000000000003,-1.3431033306417228,4.8,-0.1826883492909181,7.119999999999999,0.8210953167925114,5.6000000000000005,0.1292569693627254,1.2
odor,9,,,9.0,3471.0,230.0,3070.0,355.0,4078.0,368.0,2840.0,140.0,S14-CBS,9.6,1.4165764779574828,7.1,0.8396044493727604,7.359999999999999,0.9177334365431112,2.8000000000000003,-1.2949633412080472,1.2
face,V03,V03,,,,,3884.0,306.0,3991.0,275.0,3821.0,122.0,S14-CBS,,,6.12,0.4040188221160625,5.5,0.1687880084759626,2.44,-1.4780773811385752,1.2
music,M05,,M05,,1946.0,107.0,1700.0,296.0,2973.0,314.0,4801.0,370.0,S14-CBS,7.14,0.3251275504407552,5.92,0.3151237961453079,6.28,0.482861897665412,7.4,1.044827169015365,1.2
face,V10,V10,,,1923.0,38.0,2613.0,354.0,3500.0,92.0,1462.0,396.0,S14-CBS,5.76,-0.2871486771905797,7.08,0.8307149467756849,1.84,-1.3049433177206844,7.92,1.3093252266927942,1.2
music,M14,,M14,,3190.0,104.0,3493.0,153.0,2900.0,89.0,3474.0,219.0,S14-CBS,7.08,0.2985068448915668,3.06,-0.9560750752364836,1.7799999999999998,-1.3291028476583342,4.38,-0.491296165957397,1.2
odor,4,,,4.0,1493.0,-138.0,3191.0,81.0,2807.0,342.0,4186.0,274.0,S14-CBS,2.24,-1.848896736076304,1.62,-1.596119262225917,6.840000000000001,0.7083508437501449,5.48,0.0682189560525494,1.2
music,M01,,M01,,4932.0,216.0,4552.0,322.0,4533.0,309.0,4987.0,370.0,S14-CBS,9.32,1.2923465187279364,6.44,0.54625086366927,6.18,0.4425960144359954,7.4,1.044827169015365,1.2
face,V14,V14,,,2192.0,165.0,2882.0,317.0,3304.0,88.0,3614.0,276.0,S14-CBS,8.299999999999999,0.8397945243917325,6.34,0.5018033506838927,1.7599999999999998,-1.3371560243042175,5.5200000000000005,0.0885649604892747,1.2
odor,2,,,2.0,4585.0,119.0,1574.0,270.0,1550.0,358.0,2499.0,304.0,S14-CBS,7.38,0.4316103726375092,5.4,0.0839967286213458,7.16,0.8372016700842779,6.08,0.3734090226034293,1.2
music,M13,,M13,,1613.0,152.0,1968.0,342.0,1702.0,103.0,1499.0,348.0,S14-CBS,8.040000000000001,0.7244381336785825,6.840000000000001,0.7240409156107793,2.06,-1.216358374615968,6.959999999999999,0.8210211202113865,1.2
odor,8,,,8.0,4037.0,61.0,4073.0,267.0,4218.0,150.0,4517.0,102.0,S14-CBS,6.22,-0.083056601313468,5.34,0.0573282208301194,3.0,-0.837859072259452,2.04,-1.6815374255058284,1.2
