music,face,odor
0.011385628740983042,0.05163685867722608,0.07636722648612668
-0.03476217128440624,-0.05933912819973221,-0.031133226667220106
0.12904001056707118,0.1827683086776897,0.1880941148434917
-0.0022512745395475006,-0.03473191718852956,-0.01887390689728455
0.042357530327490164,0.03618201750593678,-0.025364763462287377
0.09393516131883813,0.11990726966310576,-0.05828478889867635
-0.03104707610321658,-0.08460865156764265,-0.06392051554687717
-0.05208096568058166,-0.04980784099758001,-0.09699669569759345
0.04637420409609556,0.08844295037501322,-0.024450493410360496
0.09030679477979617,0.11208705205840651,0.10266150829155687
-0.01891978592703909,0.00031191667914958176,0.06443352204988612
-0.025837887147158265,-0.028366465173347746,-0.02606384853674592
0.035864513474766234,0.03752729106279556,0.08855770240578378
0.01886424464683992,0.07585168791360054,0.08371129088877673
-0.06003311391796304,-0.014211987117088858,-0.02179791544375452
-0.03681662928996133,0.02439062012027475,0.07179797147775405
0.04756674322588971,0.024102727175394262,0.0023042022635881942
-0.1120343594922482,-0.07491697767558501,-0.11701106014333335
0.06365261804807812,0.026538885361834453,0.02878227558477942
0.0867137318582063,0.09840514995327905,0.08002314816530176
0.003910115880843574,-0.03651742113497933,0.03903381277550664
-0.05297052293106173,0.03200410208412937,-0.034373024752382485
0.04513990474579106,-0.04501804403238074,-0.0007460194681510318
0.05292271598681881,0.13087889210697298,0.13480170043906803
-0.06908994696720598,0.013073793722703517,0.008059554482321282
0.04854506367862602,-0.01423818200696508,0.0011998578967093538
0.05162383560045456,-0.1011950222513227,0.016492409778499598
-0.03838493097607478,-0.04087939866842644,-0.0022657809576415917
0.07837420327849412,0.020411225931145735,-0.014931909560526162
0.006499042100105209,-0.07659597363978864,0.007564467860546752
-0.06467029496669045,-0.0316534491041742,0.0099825021061175
0.017906322009892783,0.09836198550772844,0.07432976415799736
-0.07941526743853465,0.027297863427450636,0.06969831412931105
0.020469021162795916,0.029635187630174354,0.04109891129341893
0.009067505731548995,0.07028711870570387,0.08868958532129308
0.16381675854688296,0.1435136882946384,0.13781507031064125
0.007195715621243257,-0.037459327831536174,-0.033860239999888644
0.08618898961702366,0.13040549348543076,0.12645618965702515
0.05584038770745963,0.057719270791660955,0.0817832139208457
-0.08515982906704835,-0.0014711911947323964,0.055668218997620623
0.0976477696439253,0.07986857148814365,0.0579783820366578
-0.06845802260051347,0.020791889914863523,0.0037594970640030647
0.1033861711745158,0.1032148322020913,0.025759034770767738
0.0638691617083064,0.018596761060197867,0.045791609170579034
0.05524068826983543,0.014542555314410536,-0.043433823123196
0.09946394318380178,0.05311491090896193,0.01933062853733497
0.07815141637429664,0.09281700498020283,0.12326091126170118
0.1210353469205168,0.12678812508955817,0.18915837389103898
